DATA_CENTER_BUILDING_NAME,PROVIDER_NAME,Company_Size,TOT_POWER_MW,County,county_population,county_population_density,county_median_household_income,county_electricity_generation_GWh_04_25_to_04_26,county_commercial_electricity_consumption_mmbtu,county_commercial_natural_gas_consumption_mmbtu,Annual_Water_Volume_Million_Gallons
Convergent Data Center 3,Headwaters Site Development LLC,10,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Convergent Data Center 2,Headwaters Site Development LLC,10,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Convergent Data Center 4,Headwaters Site Development LLC,10,60.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Remington Technology Park Building 4,PointOne ,50,100.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Remington Technology Park Building 5,PointOne ,50,100.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Remington Technology Park Building 6,PointOne ,50,100.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
SAMX Remignton Data Center 3,SAMX,,75.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
SAMX Remignton Data Center 1,SAMX,,75.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
SAMX Remignton Data Center 2,SAMX,,75.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Remington Innovation Data Center 7,SDC Capital Partners,200,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Remington Innovation Data Center 1,SDC Capital Partners,200,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Remington Innovation Data Center 3,SDC Capital Partners,200,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Remington Innovation Data Center 2,SDC Capital Partners,200,,Fauquier County,74577.0,119.04475308642,130189.0,1300.0,1379462.9285466,637200.392143196,23.64548293478260
Remington Innovation Data Center 4,SDC Capital Partners,200,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Remington Innovation Data Center 6,SDC Capital Partners,200,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Remington Innovation Data Center 5,SDC Capital Partners,200,,Fauquier County,74577.0,119.04475308642,130189.0,1300.0,1379462.9285466,637200.392143196,23.64548293478260
Vint Hill Corners Data Center 2,Vint Hill Corners LLC,50,54.0,Fauquier County,74577.0,119.04475308642,130189.0,1300.0,1379462.9285466,637200.392143196,23.64548293478260
Vint Hill Corners Data Center 1,Vint Hill Corners LLC,50,54.0,Fauquier County,74577.0,119.04475308642,130189.0,1300.0,1379462.9285466,637200.392143196,23.64548293478260
VIN1 Data Center 2,OVHCloud,5000,18.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center Building 2,Black Chamber,50,40.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center Building 1,Black Chamber,50,40.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Project Well Data Center 1,Black Chamber,50,43.025,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Project Well Data Center 2,Black Chamber,50,43.025,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Project Well Data Center 3,Black Chamber,50,43.025,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Yondr NOV2A,Yondr,200,62.957,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Yondr NOV2D,Yondr,200,62.957,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Yondr NOV2E,Yondr,200,32.51,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Yondr NOV2B,Yondr,200,62.957,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Yondr NOV2C,Yondr,200,62.957,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA-8- Northern Virginia Data Center,Iron Mountain Data Centers,500,32.71,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
"Bethlehem Rd, Data Center 1",Iron Mountain Data Centers,500,66.019,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
"Bethlehem Rd, Data Center 3",Iron Mountain Data Centers,500,61.915,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
"Bethlehem Rd, Data Center 2",Iron Mountain Data Centers,500,61.915,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Tech Park at Brambleton Data Center 3,Black Chamber,50,61.25,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Tech Park at Brambleton Data Center 4,Black Chamber,50,61.25,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Tuscarora Landbay 3 Data Center 1,Black Chamber,50,44.7,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Tuscarora Landbay 3 Data Center 2,Black Chamber,50,44.7,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Tuscarora Landbay 3 Data Center 3,Black Chamber,50,44.7,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Luck Stone Leesburg Data Center 4,Luck Stone,1000,63.589,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Luck Stone Leesburg Data Center 1,Luck Stone,1000,63.589,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Luck Stone Leesburg Data Center 5,Luck Stone,1000,63.589,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Luck Stone Leesburg Data Center 8,Luck Stone,1000,63.589,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Luck Stone Leesburg Data Center 6,Luck Stone,1000,63.589,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Luck Stone Leesburg Data Center 7,Luck Stone,1000,63.589,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Luck Stone Leesburg Data Center 2,Luck Stone,1000,63.589,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Luck Stone Leesburg Data Center 3,Luck Stone,1000,63.589,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Tuscarora LB 7 Data Center 2,Black Chamber,50,49.13,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Tuscarora LB 7 Data Center 1,Black Chamber,50,49.13,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
TCA - Building 3,SDC Capital Partners,200,63.169,Arlington County,236254.0,9545.19230769231,142114.0,,9451391.43119898,3735052.05133861,
TCA - Building 5,SDC Capital Partners,200,44.68,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
TCA - Building 4,SDC Capital Partners,200,61.229,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
TCA - Building 1,SDC Capital Partners,200,61.957,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
TCA - Building 2,SDC Capital Partners,200,61.608,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Leesburg Data Center 3,SDC Capital Partners,200,80.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Leesburg Data Center 4,SDC Capital Partners,200,62.5,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Leesburg Data Center 5,SDC Capital Partners,200,45.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Leesburg Data Center 2,SDC Capital Partners,200,85.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Leesburg Data Center 1,SDC Capital Partners,200,90.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Spotsy Technology Data Center 8,SpotsyTechnoCampus LLC,10,61.948,Spotsylvania County,146603.0,393.818407960199,112738.0,899.6,2559772.55734216,1015490.11174048,339.08129292307700
Spotsy Technology Data Center 6,SpotsyTechnoCampus LLC,10,32.75,Spotsylvania County,146603.0,393.818407960199,112738.0,899.6,2559772.55734216,1015490.11174048,339.08129292307700
Spotsy Technology Data Center 3,SpotsyTechnoCampus LLC,10,32.75,Spotsylvania County,146603.0,393.818407960199,112738.0,899.6,2559772.55734216,1015490.11174048,339.08129292307700
Spotsy Technology Data Center 1,SpotsyTechnoCampus LLC,10,32.75,Spotsylvania County,146603.0,393.818407960199,112738.0,899.6,2559772.55734216,1015490.11174048,339.08129292307700
Spotsy Technology Data Center 2,SpotsyTechnoCampus LLC,10,32.75,Fredericksburg City,28873.0,3080.1,86071.0,,1704779.72769273,853008.375332929,
Spotsy Technology Data Center 9,SpotsyTechnoCampus LLC,10,46.865,Spotsylvania County,146603.0,393.818407960199,112738.0,899.6,2559772.55734216,1015490.11174048,339.08129292307700
Spotsy Technology Data Center 5,SpotsyTechnoCampus LLC,10,32.75,Spotsylvania County,146603.0,393.818407960199,112738.0,899.6,2559772.55734216,1015490.11174048,339.08129292307700
Spotsy Technology Data Center 4,SpotsyTechnoCampus LLC,10,32.75,Spotsylvania County,146603.0,393.818407960199,112738.0,899.6,2559772.55734216,1015490.11174048,339.08129292307700
Spotsy Technology Data Center 7,SpotsyTechnoCampus LLC,10,46.865,Spotsylvania County,146603.0,393.818407960199,112738.0,899.6,2559772.55734216,1015490.11174048,339.08129292307700
Data Center 1,Ada Infrastructure,100,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 2,Ada Infrastructure,100,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
SDC Data Center 5,SDC Capital Partners,200,50.93,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
SDC Data Center 3,SDC Capital Partners,200,47.71,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
SDC Data Center 4,SDC Capital Partners,200,47.71,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AVAIO Ladysmith Rd Data Center 2,AVAIO Digital,50,,Caroline County,32098.0,66.8690702087287,87407.0,964.1,612983.264645742,185581.729945804,7.882754152542370
AVAIO Ladysmith Rd Data Center 1,AVAIO Digital,50,,Caroline County,32098.0,66.8690702087287,87407.0,964.1,612983.264645742,185581.729945804,7.882754152542370
VA1 Data Center Building 8,Clean Arc,50,100.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
VA1 Data Center Building 4,Clean Arc,50,100.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA1 Data Center Building 9,Clean Arc,50,100.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA1 Data Center Building 7,Clean Arc,50,100.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA1 Data Center Building 5,Clean Arc,50,100.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
VA1 Data Center Building 6,Clean Arc,50,100.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Building 3,SDC Capital Partners,200,71.457,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
MD-DC2 (Sterling),Menlo Digital,50,144.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Kincora Data Center,Corscale,50,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
TA Realty Data Center 5,TA Digital Group,50,74.179,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
TA Realty Data Center 1,TA Digital Group,50,74.179,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
TA Realty Data Center 6,TA Digital Group,50,74.179,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
TA Realty Data Center 4,TA Digital Group,50,74.179,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
TA Realty Data Center 3,TA Digital Group,50,74.179,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
TA Realty Data Center 2,TA Digital Group,50,74.179,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
PARAGON PARK TECHNOLOGY PARK,Black Chamber,50,88.51,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
BUILDING B,Oppidan Connect,50,12.2637,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
BUILDING A,Oppidan Connect,50,60.867,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
DC Blox Richmond Data Center,DC BLOX,200,16.814,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
110 TERMINAL DRIVE DATA CENTER,TA Digital Group,50,59.126,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
MD-DC3 Data Center 4,Menlo Digital,50,70.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
MD-DC3 Data Center 1,Menlo Digital,50,90.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
MD-DC3 Data Center 3,Menlo Digital,50,70.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
MD-DC3 Data Center 2,Menlo Digital,50,70.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
CTP-04  Richmond,Chirisa Technology Parks,200,100.0,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
White Oak Technology Park Data Center 1,Iron Mountain Data Centers,500,18.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
White Oak Technology Park Data Center 4,Iron Mountain Data Centers,500,50.0,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
White Oak Technology Park Data Center 3,Iron Mountain Data Centers,500,50.0,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
White Oak Technology Park Data Center 2,Iron Mountain Data Centers,500,50.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Serverfarm Vienna Cloud 1,Serverfarm,200,,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
Serverfarm Vienna Cloud 2,Serverfarm,200,,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
Dahlgren West Bldg 4,Oasis Digital Properties,10,75.862,King George County,27896.0,168.844444444444,116884.0,77.1,342290.797712007,151918.018269426,15.135973933333300
Dahlgren West Bldg 1,Oasis Digital Properties,10,75.862,King George County,27896.0,168.844444444444,116884.0,77.1,342290.797712007,151918.018269426,15.135973933333300
Dahlgren West Bldg 6,Oasis Digital Properties,10,75.862,King George County,27896.0,168.844444444444,116884.0,77.1,342290.797712007,151918.018269426,15.135973933333300
Dahlgren West Bldg 2,Oasis Digital Properties,10,75.862,King George County,27896.0,168.844444444444,116884.0,77.1,342290.797712007,151918.018269426,15.135973933333300
Dahlgren West Bldg 3,Oasis Digital Properties,10,75.862,King George County,27896.0,168.844444444444,116884.0,77.1,342290.797712007,151918.018269426,15.135973933333300
Dahlgren West Bldg 10,Oasis Digital Properties,10,75.862,King George County,27896.0,168.844444444444,116884.0,77.1,342290.797712007,151918.018269426,15.135973933333300
Dahlgren West Bldg 9,Oasis Digital Properties,10,75.862,King George County,27896.0,168.844444444444,116884.0,77.1,342290.797712007,151918.018269426,15.135973933333300
Dahlgren West Bldg 5,Oasis Digital Properties,10,75.862,King George County,27896.0,168.844444444444,116884.0,77.1,342290.797712007,151918.018269426,15.135973933333300
Dahlgren West Bldg 7,Oasis Digital Properties,10,75.862,King George County,27896.0,168.844444444444,116884.0,77.1,342290.797712007,151918.018269426,15.135973933333300
Dahlgren West Bldg 8,Oasis Digital Properties,10,75.862,King George County,27896.0,168.844444444444,116884.0,77.1,342290.797712007,151918.018269426,15.135973933333300
Globalinx Virginia Data Center 2,Globalinx,200,,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
AWS DCTC Building 2,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS DCTC Building 4,Amazon AWS,1576000,66.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
AWS DCTC Building 5,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS DCTC Building 7,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS DCTC Building 6,Amazon AWS,1576000,66.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
AWS DCTC Building 8,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS DCTC Building 1,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS DCTC Building 3,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS NCTC Building 9,Amazon AWS,1576000,70.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
AWS NCTC Building 5,Amazon AWS,1576000,70.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS NCTC Building 10,Amazon AWS,1576000,70.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS NCTC Building 3,Amazon AWS,1576000,70.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS NCTC Building 7,Amazon AWS,1576000,70.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS NCTC Building 8,Amazon AWS,1576000,70.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS NCTC Building 4,Amazon AWS,1576000,70.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS NCTC Building 6,Amazon AWS,1576000,70.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Culpeper Data Center 2,Amazon AWS,1576000,66.9973433678465,Culpeper County,54397.0,154.554089709763,100049.0,0.443,870178.495,419328.178187262,41.04468685714290
AWS Lake Anna Data Center - Building 7,Amazon AWS,1576000,44.0,Louisa County,39980.0,88.2262626262626,86689.0,17100.0,359398.752202506,190086.581796692,14.641666666666700
AWS Lake Anna Data Center - Building 6,Amazon AWS,1576000,66.0,Louisa County,39980.0,88.2262626262626,86689.0,17100.0,359398.752202506,190086.581796692,14.641666666666700
AWS Lake Anna Data Center - Building 5,Amazon AWS,1576000,66.0,Spotsylvania County,146603.0,393.818407960199,112738.0,899.6,2559772.55734216,1015490.11174048,339.08129292307700
Amazon AWS - Warrenton Data Center ,Amazon AWS,1576000,50.0,Fauquier County,74577.0,119.04475308642,130189.0,1300.0,1379462.9285466,637200.392143196,23.64548293478260
Amazon AWS IAD - Wellington Building 5,Amazon AWS,1576000,66.9973433678465,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD - Wellington Building 4,Amazon AWS,1576000,39.1977777777778,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD - Wellington Building 6,Amazon AWS,1576000,66.9973433678465,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD - Century Park Building 1,Amazon AWS,1576000,39.1977777777778,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD - Century Park Building 2,Amazon AWS,1576000,39.1977777777778,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD - Mason Building 4,Amazon AWS,1576000,39.1977777777778,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 1,Amazon AWS,1576000,66.9973433678465,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 2,Amazon AWS,1576000,66.9973433678465,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 3,Amazon AWS,1576000,66.9973433678465,Arlington County,236254.0,9545.19230769231,142114.0,,9451391.43119898,3735052.05133861,
Data Center 4,Amazon AWS,1576000,66.9973433678465,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Building C,Amazon AWS,1576000,66.9973433678465,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Orrock Building 3,Amazon AWS,1576000,70.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Orrock Building 5,Amazon AWS,1576000,70.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Orrock Building 6,Amazon AWS,1576000,70.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
AWS Orrock Building 4,Amazon AWS,1576000,70.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Orrock Building 8,Amazon AWS,1576000,70.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
AWS Orrock Building 7,Amazon AWS,1576000,70.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Orrock Building 11,Amazon AWS,1576000,70.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
AWS Orrock Building 9,Amazon AWS,1576000,70.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Orrock Building 10,Amazon AWS,1576000,70.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Building D,Amazon AWS,1576000,66.9973433678465,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Cosner Building 6,Amazon AWS,1576000,39.1977777777778,Fredericksburg City,28873.0,3080.1,86071.0,,1704779.72769273,853008.375332929,
AWS Cosner Building 7,Amazon AWS,1576000,39.1977777777778,Fredericksburg City,28873.0,3080.1,86071.0,,1704779.72769273,853008.375332929,
Amazon AWS IAD - 44150 Wade Dr,Amazon AWS,1576000,56.285,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Carters Building 3,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Carters Building 1,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Carters Building 8,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Carters Building 4,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Carters Building 2,Amazon AWS,1576000,66.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
AWS Carters Building 6,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Carters Building 5,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Carters Building 7,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Summit Crossing Building 6,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
