DATA_CENTER_BUILDING_NAME,PROVIDER_NAME,Company_Size,TOT_POWER_MW,County,county_population,county_population_density,county_median_household_income,county_electricity_generation_GWh_04_25_to_04_26,county_commercial_electricity_consumption_mmbtu,county_commercial_natural_gas_consumption_mmbtu,Annual_Water_Volume_Million_Gallons
Amazon AWS IAD - Wellington Building 1,Amazon AWS,1576000,73.6007665945166,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD - Wellington Building 2,Amazon AWS,1576000,73.6007665945166,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD - 42139 Reeds Farm Building 2,Amazon AWS,1576000,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD - 42139 Reeds Farm Building 1,Amazon AWS,1576000,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD - 42139 Reeds Farm Building 3,Amazon AWS,1576000,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Dean Dr Building 3,Amazon AWS,1576000,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Orrock Building 1,Amazon AWS,1576000,70.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Orrock Building 2,Amazon AWS,1576000,70.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Dean Dr Building 2,Amazon AWS,1576000,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Building A,Amazon AWS,1576000,63.9685100520395,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Building B,Amazon AWS,1576000,58.8827651515152,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Dean Dr Building 1,Amazon AWS,1576000,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD - Willard Building 2,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD - Willard Building 3,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD - Willard Building 4,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD - Willard Building 5,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Cosner Building 2,Amazon AWS,1576000,60.0,Fredericksburg City,28873.0,3080.1,86071.0,,1704779.72769273,853008.375332929,
AWS Cosner Building 4,Amazon AWS,1576000,60.0,Fredericksburg City,28873.0,3080.1,86071.0,,1704779.72769273,853008.375332929,
AWS Cosner Building 3,Amazon AWS,1576000,60.0,Fredericksburg City,28873.0,3080.1,86071.0,,1704779.72769273,853008.375332929,
AWS Cosner Building 5,Amazon AWS,1576000,39.1977777777778,Stafford County,163466.0,642.446096654275,137807.0,2.1,2093514.84855003,926207.793999819,1578.4113333333300
Amazon AWS IAD502 -  EDS Building 3,Amazon AWS,1576000,39.1977777777778,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD501 -  EDS Building 2,Amazon AWS,1576000,39.1977777777778,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD - 13600 EDS Building 4,Amazon AWS,1576000,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD500 -  EDS Building 1,Amazon AWS,1576000,39.1977777777778,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS - Potomac Building 1,Amazon AWS,1576000,58.8827651515152,Arlington County,236254.0,9545.19230769231,142114.0,,9451391.43119898,3735052.05133861,
Amazon AWS - Potomac Building 2,Amazon AWS,1576000,22.695,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS - Loisdale Rd Data Center,Amazon AWS,1576000,53.43,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
MDC2 Northern Virginia,CloudHQ,500,84.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
MDC3 Northern Virginia,CloudHQ,500,84.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
MDC1 Northern Virginia,CloudHQ,500,84.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
LC11 Northern Virginia,CloudHQ,500,108.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
LC8 Northern Virginia,CloudHQ,500,108.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Stoneview Data Center,Company Not Disclosed,,46.37,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Wellington North Data Center,Company Not Disclosed,,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Chantilly Premier,Company Not Disclosed,,36.832,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Word of Grace Data Center 1,Company Not Disclosed,,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Word of Grace Data Center 2,Company Not Disclosed,,32.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
IAD5 - Culpepper Data Center,DataBank,1000,72.0,Culpeper County,54397.0,154.554089709763,100049.0,0.443,870178.495,419328.178187262,41.04468685714290
IAD4 - Ashburn Campus Data Center,DataBank,1000,20.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Aurora,Digital Realty,3936,96.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 5,Digital Realty,3936,96.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 9,Digital Realty,3936,96.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 6,Digital Realty,3936,64.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 8,Digital Realty,3936,64.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Digital Realty IAD56,Digital Realty,3936,46.127,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AS02 Ashburn Edgecore Datacenter,Edgecore,200,41.954,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AS01 Ashburn Edgecore Datacenter,Edgecore,200,72.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
DC22 Ashburn IBX Data Center,Equinix,13716,10.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Google Loudoun County Data Center 3,Google,190820,96.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Google Arcola Data Center Building 3,Google,190820,88.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Bermuda Data Center 1,Google,190820,96.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Microsoft Clarksville Data Center Building 2,Microsoft,228000,54.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Clarksville Data Center Building 1,Microsoft,228000,54.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Clarksville Data Center Building 3,Microsoft,228000,54.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Prison Rd Data Center Building 7,Microsoft,228000,54.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Microsoft Data Center Boydton Building 7,Microsoft,228000,43.2734483849484,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Data Center Boydton Building 6,Microsoft,228000,54.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Data Center Boydton Building 5,Microsoft,228000,54.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft - Growth Mindset Ln (IAD12),Microsoft,228000,32.2025,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Microsoft - 41700 Inclusion Ln (IAD6),Microsoft,228000,30.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Microsoft - Growth Mindset Ln (IAD13),Microsoft,228000,32.2025,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA13 Gainesville Data Center,NTT Global Data Centers,1000,125.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
VA12 Gainesville Data Center,NTT Global Data Centers,1000,125.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA11 Gainesville Data Center,NTT Global Data Centers,1000,125.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
VA9 Ashburn Data Center,NTT Global Data Centers,1000,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA7 Ashburn Data Center,NTT Global Data Centers,1000,22.176,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Overview Dr Data Center 4,Power House Data Centers,200,33.099,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Overview Dr Data Center 2,Power House Data Centers,200,32.879,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Overview Dr Data Center 3,Power House Data Centers,200,36.652,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Overview Dr Data Center 1,Power House Data Centers,200,36.368,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
PowerHouse Pacific Building 2,Power House Data Centers,200,88.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
PowerHouse Pacific Building 3,Power House Data Centers,200,88.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
PowerHouse Pacific Building 1,Power House Data Centers,200,88.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Power House & Chirisa Building 1,Power House Data Centers,200,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
RIC3 DC3,QTS Data Centers,5000,34.24,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
RIC3 DC2,QTS Data Centers,5000,34.24,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
RIC3 DC5,QTS Data Centers,5000,34.24,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
RIC3 DC4,QTS Data Centers,5000,34.24,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
RIC2 DC6,QTS Data Centers,5000,34.24,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
NVA06 - Northern Virginia Data Center Building 2,STACK Infrastructure,5000,24.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA02H - Northern Virginia Data Center,STACK Infrastructure,5000,52.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA02I - Northern Virginia Data Center,STACK Infrastructure,5000,52.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA02J - Northern Virginia Data Center,STACK Infrastructure,5000,52.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA02G - Northern Virginia Data Center,STACK Infrastructure,5000,52.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA05B - Northern Virginia Data Center 2,STACK Infrastructure,5000,48.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
USTA East Data Center,STACK Infrastructure,5000,34.17,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA04 - Northern Virginia Data Center Bldg 3,STACK Infrastructure,5000,47.863,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA04 - Northern Virginia Data Center Bldg 1,STACK Infrastructure,5000,47.863,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA04 - Northern Virginia Data Center Bldg 2,STACK Infrastructure,5000,47.863,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
STC Building 1,STACK Infrastructure,5000,58.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
STC Building 2,STACK Infrastructure,5000,58.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA3-32 Ashburn Data Center Building 2,Vantage Data Centers,5000,41.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA3-34 Ashburn Data Center Building 4,Vantage Data Centers,5000,41.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA3-33 Ashburn Data Center Building 3,Vantage Data Centers,5000,7.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NoVA Gateway Data Center 1,Vantage Data Centers,5000,42.334,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NoVA Gateway Data Center 2,Vantage Data Centers,5000,42.334,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA1-16 Ashburn Data Center Building 6,Vantage Data Centers,5000,35.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA1-15 Ashburn Data Center Building 5,Vantage Data Centers,5000,31.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD - John Marshall 2 Building 2,Black Chamber,50,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD - John Marshall 2 Building 3,Black Chamber,50,60.0,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
Amazon AWS IAD - John Marshall 2 Building 4,Black Chamber,50,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Culpeper Data Center 1,Amazon AWS,1576000,80.0,Culpeper County,54397.0,154.554089709763,100049.0,0.443,870178.495,419328.178187262,41.04468685714290
Amazon AWS IAD - Mallory Building 3,Amazon AWS,1576000,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 1,Company Not Disclosed,,65.874,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 5,Company Not Disclosed,,65.874,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 9,Company Not Disclosed,,65.874,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 8,Company Not Disclosed,,65.874,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 7,Company Not Disclosed,,65.874,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 2,Company Not Disclosed,,65.874,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 4,Company Not Disclosed,,65.874,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 6,Company Not Disclosed,,65.874,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 3,Company Not Disclosed,,65.874,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Henrico Data Center Building 6,Facebook,78865,55.3176428571429,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Henrico Data Center Building 7,Facebook,78865,55.3176428571429,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Microsoft Hillcrest Building 2,Microsoft,228000,48.0,Arlington County,236254.0,9545.19230769231,142114.0,,9451391.43119898,3735052.05133861,
Microsoft Hillcrest Building 3,Microsoft,228000,48.0,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
Microsoft - MNZ01,Microsoft,228000,42.0225,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Microsoft - MNZ02,Microsoft,228000,42.0225,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA02F - Northern Virginia Data Center,STACK Infrastructure,5000,52.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Remington - Building 1,Gigaland,10,85.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Remington - Building 5,Gigaland,10,85.0,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
Remington - Building 2,Gigaland,10,85.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Remington - Building 7,Gigaland,10,85.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Remington - Building 4,Gigaland,10,85.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Remington - Building 3,Gigaland,10,85.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Remington - Building 6,Gigaland,10,85.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
The Catlett Project Building 3,Convergent LLC,200,52.0,Fauquier County,74577.0,119.04475308642,130189.0,1300.0,1379462.9285466,637200.392143196,23.64548293478260
The Catlett Project Building 4,Convergent LLC,200,52.0,Fauquier County,74577.0,119.04475308642,130189.0,1300.0,1379462.9285466,637200.392143196,23.64548293478260
The Catlett Project Building 1,Convergent LLC,200,52.0,Fauquier County,74577.0,119.04475308642,130189.0,1300.0,1379462.9285466,637200.392143196,23.64548293478260
The Catlett Project Building 2,Convergent LLC,200,52.0,Fauquier County,74577.0,119.04475308642,130189.0,1300.0,1379462.9285466,637200.392143196,23.64548293478260
Dulles 2000 Redevelopment,Black Chamber,50,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Roxbury Technology Park,Diode Ventures,50,,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 18,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 1,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 16,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 6,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 17,Amazon AWS,1576000,66.9973433678465,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 2,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 3,Amazon AWS,1576000,66.9973433678465,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 15,Amazon AWS,1576000,66.9973433678465,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 12,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 10,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 9,Amazon AWS,1576000,66.9973433678465,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 11,Amazon AWS,1576000,66.9973433678465,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 24,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 8,Amazon AWS,1576000,66.9973433678465,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 25,Amazon AWS,1576000,66.9973433678465,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 22,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 4,Amazon AWS,1576000,66.9973433678465,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 21,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 20,Amazon AWS,1576000,66.9973433678465,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 19,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 26,Amazon AWS,1576000,66.9973433678465,Arlington County,236254.0,9545.19230769231,142114.0,,9451391.43119898,3735052.05133861,
Data Center 14,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 7,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 23,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 5,Amazon AWS,1576000,66.9973433678465,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 13,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Amazon AWS - 8158 Sudley Rd Building 2,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Amazon AWS - 8158 Sudley Rd Building 1,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Amazon AWS - 8158 Sudley Rd Building 3,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Amazon AWS - 8158 Sudley Rd Building 4,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
AWS King George Building 4,Amazon AWS,1576000,52.8520833333333,King George County,27896.0,168.844444444444,116884.0,77.1,342290.797712007,151918.018269426,15.135973933333300
AWS King George Building 1,Amazon AWS,1576000,52.8520833333333,King George County,27896.0,168.844444444444,116884.0,77.1,342290.797712007,151918.018269426,15.135973933333300
AWS King George Building 8,Amazon AWS,1576000,52.8520833333333,King George County,27896.0,168.844444444444,116884.0,77.1,342290.797712007,151918.018269426,15.135973933333300
AWS King George Building 7,Amazon AWS,1576000,52.8520833333333,King George County,27896.0,168.844444444444,116884.0,77.1,342290.797712007,151918.018269426,15.135973933333300
AWS King George Building 6,Amazon AWS,1576000,52.8520833333333,King George County,27896.0,168.844444444444,116884.0,77.1,342290.797712007,151918.018269426,15.135973933333300
AWS King George Building 5,Amazon AWS,1576000,52.8520833333333,King George County,27896.0,168.844444444444,116884.0,77.1,342290.797712007,151918.018269426,15.135973933333300
AWS King George Building 2,Amazon AWS,1576000,52.8520833333333,King George County,27896.0,168.844444444444,116884.0,77.1,342290.797712007,151918.018269426,15.135973933333300
AWS King George Building 3,Amazon AWS,1576000,52.8520833333333,King George County,27896.0,168.844444444444,116884.0,77.1,342290.797712007,151918.018269426,15.135973933333300
